2026-04-07T17:44:01.676741+00:00	DELETE	.pytest_cache/	.pytest_cache
2026-04-07T17:44:02.095103+00:00	DELETE	.tmp_hdd_drive/**/*.lock	.tmp_hdd_drive/ygb_hdd/users/test-df025012.lock
2026-04-07T17:44:02.096182+00:00	DELETE	.tmp_hdd_drive/**/*.meta	.tmp_hdd_drive/ygb_hdd/users/test-df025012.meta
2026-04-07T17:44:02.098651+00:00	DELETE	.tmp_hdd_drive/**/*.lock	.tmp_hdd_drive/ygb_hdd/users/test-eb2dbc83.lock
2026-04-07T17:44:02.100894+00:00	DELETE	.tmp_hdd_drive/**/*.meta	.tmp_hdd_drive/ygb_hdd/users/test-eb2dbc83.meta
2026-04-07T17:44:02.102404+00:00	DELETE	.tmp_hdd_drive/**/*.lock	.tmp_hdd_drive/ygb_hdd/users/test-efe82448.lock
2026-04-07T17:44:02.104411+00:00	DELETE	.tmp_hdd_drive/**/*.meta	.tmp_hdd_drive/ygb_hdd/users/test-efe82448.meta
2026-04-07T17:44:02.105413+00:00	DELETE	.tmp_hdd_drive/**/*.lock	.tmp_hdd_drive/ygb_hdd/users/test-f26741e1.lock
2026-04-07T17:44:02.106920+00:00	DELETE	.tmp_hdd_drive/**/*.meta	.tmp_hdd_drive/ygb_hdd/users/test-f26741e1.meta
2026-04-07T17:44:02.108011+00:00	DELETE	.tmp_hdd_drive/**/*.lock	.tmp_hdd_drive/ygb_hdd/users/test-f7094fd5.lock
2026-04-07T17:44:02.109182+00:00	DELETE	.tmp_hdd_drive/**/*.meta	.tmp_hdd_drive/ygb_hdd/users/test-f7094fd5.meta
2026-04-07T17:44:02.110195+00:00	DELETE	.tmp_hdd_drive/**/*.lock	.tmp_hdd_drive/ygb_hdd/users/test-fc43b127.lock
2026-04-07T17:44:02.112205+00:00	DELETE	.tmp_hdd_drive/**/*.meta	.tmp_hdd_drive/ygb_hdd/users/test-fc43b127.meta
2026-04-07T17:44:02.113206+00:00	DELETE	.tmp_hdd_drive/**/*.lock	.tmp_hdd_drive/ygb_hdd/users/test-fd756c28.lock
2026-04-07T17:44:02.115360+00:00	DELETE	.tmp_hdd_drive/**/*.meta	.tmp_hdd_drive/ygb_hdd/users/test-fd756c28.meta
2026-04-07T17:44:02.119611+00:00	DELETE	**/__pycache__/	__pycache__
2026-04-07T17:44:02.122640+00:00	DELETE	**/__pycache__/	ai_report_generator/__pycache__
2026-04-07T17:44:02.136775+00:00	DELETE	**/__pycache__/	api/__pycache__
2026-04-07T17:44:02.143678+00:00	DELETE	**/__pycache__/	api/routers/__pycache__
2026-04-07T17:44:02.148374+00:00	DELETE	**/__pycache__/	api/schemas/__pycache__
2026-04-07T17:44:02.159935+00:00	DELETE	**/__pycache__/	api/services/__pycache__
2026-04-07T17:44:06.216125+00:00	DELETE	archive_bundle/	archive_bundle
2026-04-07T17:44:06.256658+00:00	DELETE	backend-test-results-artifact/	backend-test-results-artifact
2026-04-07T17:44:06.259271+00:00	DELETE	**/__pycache__/	ingest_reports_media/__pycache__
2026-04-07T17:44:06.260330+00:00	DELETE	**/__pycache__/	python/__pycache__
2026-04-07T17:44:06.265742+00:00	DELETE	**/__pycache__/	python/phase01_core/__pycache__
2026-04-07T17:44:06.270031+00:00	DELETE	**/__pycache__/	python/phase01_core/tests/__pycache__
2026-04-07T17:44:06.274423+00:00	DELETE	**/__pycache__/	python/phase02_actors/__pycache__
2026-04-07T17:44:06.277066+00:00	DELETE	**/__pycache__/	python/phase02_actors/tests/__pycache__
2026-04-07T17:44:06.281742+00:00	DELETE	**/__pycache__/	python/phase03_trust/__pycache__
2026-04-07T17:44:06.285923+00:00	DELETE	**/__pycache__/	python/phase03_trust/tests/__pycache__
2026-04-07T17:44:06.290252+00:00	DELETE	**/__pycache__/	python/phase04_validation/__pycache__
2026-04-07T17:44:06.294741+00:00	DELETE	**/__pycache__/	python/phase04_validation/tests/__pycache__
2026-04-07T17:44:06.298293+00:00	DELETE	**/__pycache__/	python/phase05_workflow/__pycache__
2026-04-07T17:44:06.301481+00:00	DELETE	**/__pycache__/	python/phase05_workflow/tests/__pycache__
2026-04-07T17:44:06.306986+00:00	DELETE	**/__pycache__/	python/phase06_decision/__pycache__
2026-04-07T17:44:06.311182+00:00	DELETE	**/__pycache__/	python/phase06_decision/tests/__pycache__
2026-04-07T17:44:06.315494+00:00	DELETE	**/__pycache__/	python/phase07_knowledge/__pycache__
2026-04-07T17:44:06.319961+00:00	DELETE	**/__pycache__/	python/phase07_knowledge/tests/__pycache__
2026-04-07T17:44:06.324181+00:00	DELETE	**/__pycache__/	python/phase08_evidence/__pycache__
2026-04-07T17:44:06.328458+00:00	DELETE	**/__pycache__/	python/phase08_evidence/tests/__pycache__
2026-04-07T17:44:06.332651+00:00	DELETE	**/__pycache__/	training/__pycache__
2026-04-07T17:44:06.338788+00:00	DELETE	**/__pycache__/	training_core/__pycache__
2026-04-07T17:44:06.342269+00:00	DELETE	**/__pycache__/	voice_mode/__pycache__
2026-04-07T17:44:06.343273+00:00	DELETE	*.log	test_wiring_result.log
